idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt
58,2,4,58,2,,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,2024-12-31
59,3,4,59,3,2.61,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,2024-12-31
60,4,4,60,4,2.14,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,2024-12-31
61,1,4,61,1,9.77,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,2024-12-31
62,2,4,62,2,9.92,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2024-12-31
63,3,4,63,3,9.64,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,2024-12-31
64,4,4,64,4,5.15,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2024-12-31
65,1,4,65,1,3.87,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,2024-12-31
66,2,4,66,2,1.61,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,2024-12-31
67,3,4,67,3,8.42,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,2024-12-31
68,4,4,68,4,9.46,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,2024-12-31
69,1,4,69,1,9.65,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,2024-12-31
70,2,4,70,2,2.25,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,2024-12-31
71,3,4,71,3,3.22,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,2024-12-31
72,4,4,72,4,5.24,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,2024-12-31
73,1,4,73,1,4.87,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,2024-12-31
74,2,4,74,2,1.14,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,2024-12-31
75,3,4,75,3,3.32,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2024-12-31
76,4,4,76,4,,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,2024-12-31
77,1,4,77,1,9.74,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
78,2,4,78,2,4.61,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,2024-12-31
79,3,4,79,3,5.78,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,2024-12-31
80,4,4,80,4,7.2,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31
81,1,4,81,1,6.08,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,2024-12-31
82,2,4,82,2,5.48,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,2024-12-31
83,3,4,83,3,7.79,nec sem duis aliquam convallis nunc proin at turpis a pede,2024-12-31
84,4,4,84,4,2.28,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,2024-12-31
85,1,4,85,1,8.45,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,2024-12-31
86,2,4,86,2,1.68,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,2024-12-31
87,3,4,87,3,5.73,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,2024-12-31
88,4,4,88,4,3.64,et magnis dis parturient montes nascetur ridiculus mus etiam vel,2024-12-31
89,1,4,89,1,3.48,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,2024-12-31
90,2,4,90,2,8.76,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,2024-12-31
91,3,4,91,3,8.27,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,2024-12-31
92,4,4,92,4,,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,2024-12-31
93,1,4,93,1,5.7,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,2024-12-31
94,2,4,94,2,3.39,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,2024-12-31
95,3,4,95,3,3.36,est donec odio justo sollicitudin ut suscipit a feugiat et,2024-12-31
96,4,4,96,4,8.03,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,2024-12-31
97,1,4,97,1,8.06,eleifend pede libero quis orci nullam molestie nibh in lectus,2024-12-31
98,2,4,98,2,1.35,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2024-12-31
99,3,4,99,3,6.26,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31
100,4,4,100,4,1.02,eget nunc donec quis orci eget orci vehicula condimentum curabitur,2024-12-31
101,1,4,101,1,5.81,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,2024-12-31
102,2,4,102,2,6.22,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,2024-12-31
103,3,4,103,3,6.36,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,2024-12-31
104,4,4,104,4,1.28,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,2024-12-31
105,1,4,105,1,,congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2024-12-31
106,2,4,106,2,8.88,porttitor pede justo eu massa donec dapibus duis at velit eu,2024-12-31
107,3,4,107,3,7.37,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,2024-12-31
108,4,4,108,4,5.96,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,2024-12-31
109,1,4,109,1,6.61,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,2024-12-31
110,2,4,110,2,1.62,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,2024-12-31
111,3,4,111,3,3.01,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,2024-12-31
112,4,4,112,4,5.4,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2024-12-31
113,1,4,113,1,,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,2024-12-31
114,2,4,114,2,,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,2024-12-31
115,3,4,115,3,7.89,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
116,4,4,116,4,,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2024-12-31
117,1,4,117,1,,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2024-12-31
118,2,4,118,2,4.7,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,2024-12-31
119,3,4,119,3,3.59,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,2024-12-31
120,4,4,120,4,2.6,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,2024-12-31
121,1,4,121,1,8.12,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2024-12-31
122,2,4,122,2,8.2,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,2024-12-31
123,3,4,123,3,6.44,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,2024-12-31
124,4,4,124,4,5.57,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,2024-12-31
125,1,4,125,1,4.99,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,2024-12-31
126,2,4,126,2,7.07,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,2024-12-31
127,3,4,127,3,7.86,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,2024-12-31
128,4,4,128,4,7.29,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,2024-12-31
129,1,4,129,1,7.13,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,2024-12-31
130,2,4,130,2,,proin at turpis a pede posuere nonummy integer non velit,2024-12-31
131,3,4,131,3,8.41,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,2024-12-31
132,4,4,132,4,7.2,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,2024-12-31
133,1,4,133,1,,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,2024-12-31
134,2,4,134,2,,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2024-12-31
135,3,4,135,3,3.83,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,2024-12-31
136,4,4,136,4,3.23,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,2024-12-31
137,1,4,137,1,6.29,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,2024-12-31
138,2,4,138,2,7.09,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2024-12-31
139,3,4,139,3,6.38,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,2024-12-31
140,4,4,140,4,7.59,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,2024-12-31
141,1,4,141,1,2.03,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,2024-12-31
142,2,4,142,2,,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,2024-12-31
143,3,4,143,3,2.32,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,2024-12-31
144,4,4,144,4,4.89,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,2024-12-31
145,1,4,145,1,8.47,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,2024-12-31
146,2,4,146,2,4.5,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,2024-12-31
147,3,4,147,3,7.57,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,2024-12-31
148,4,4,148,4,,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,2024-12-31
149,1,4,149,1,4.21,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,2024-12-31
150,2,4,150,2,,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2024-12-31
151,3,4,151,3,9.97,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,2024-12-31
152,4,4,152,4,4.05,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,2024-12-31
153,1,4,153,1,,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,2024-12-31
154,2,4,154,2,3.83,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,2024-12-31
155,3,4,155,3,7.9,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,2024-12-31
156,4,4,156,4,,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,2024-12-31
157,1,4,157,1,4.84,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,2024-12-31
158,2,4,158,2,6.16,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,2024-12-31
159,3,4,159,3,7.04,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,2024-12-31
160,4,4,160,4,8.04,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,2024-12-31
161,1,4,161,1,,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,2024-12-31
162,2,4,162,2,9.18,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
163,3,4,163,3,8.13,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,2024-12-31
164,4,4,164,4,6.4,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,2024-12-31
165,1,4,165,1,4.03,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,2024-12-31
166,2,4,166,2,1.57,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,2024-12-31
167,3,4,167,3,,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2024-12-31
168,4,4,168,4,6.78,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,2024-12-31
169,1,4,169,1,2.63,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,2024-12-31
170,2,4,170,2,9.89,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2024-12-31
171,3,4,171,3,,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,2024-12-31
172,4,4,172,4,3.14,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,2024-12-31
173,1,4,173,1,9.98,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2024-12-31
174,2,4,174,2,6.54,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,2024-12-31
175,3,4,175,3,,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,2024-12-31
176,4,4,176,4,9.46,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2024-12-31
177,1,4,177,1,,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,2024-12-31
178,2,4,178,2,5.98,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2024-12-31
179,3,4,179,3,3.74,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,2024-12-31
180,4,4,180,4,5.12,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,2024-12-31
181,1,4,181,1,7.68,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,2024-12-31
182,2,4,182,2,8.34,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2024-12-31
183,3,4,183,3,6.26,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,2024-12-31
184,4,4,184,4,,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,2024-12-31
185,1,4,185,1,7.19,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,2024-12-31
186,2,4,186,2,7.35,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,2024-12-31
187,3,4,187,3,4.57,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2024-12-31
188,4,4,188,4,8.61,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2024-12-31
189,1,4,189,1,6.16,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,2024-12-31
190,2,4,190,2,5.49,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
191,3,4,191,3,5.38,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,2024-12-31
192,4,4,192,4,2.71,sed magna at nunc commodo placerat praesent blandit nam nulla,2024-12-31
193,1,4,193,1,,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2024-12-31
194,2,4,194,2,3.21,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,2024-12-31
195,3,4,195,3,4.7,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,2024-12-31
196,4,4,196,4,8.82,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,2024-12-31
197,1,4,197,1,4.62,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,2024-12-31
198,2,4,198,2,1.73,molestie lorem quisque ut erat curabitur gravida nisi at nibh,2024-12-31
199,3,4,199,3,1.29,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2024-12-31
200,4,4,200,4,,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,2024-12-31
201,1,4,201,1,8.15,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2024-12-31
202,2,4,202,2,1.46,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2024-12-31
203,3,4,203,3,5.06,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,2024-12-31
204,4,4,204,4,6.34,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,2024-12-31
205,1,4,205,1,4.15,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,2024-12-31
206,2,4,206,2,1.92,congue risus semper porta volutpat quam pede lobortis ligula sit amet,2024-12-31
207,3,4,207,3,,convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2024-12-31
208,4,4,208,4,6.96,consequat metus sapien ut nunc vestibulum ante ipsum primis in,2024-12-31
209,1,4,209,1,,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,2024-12-31
210,2,4,210,2,8.6,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,2024-12-31
211,3,4,211,3,6.25,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2024-12-31
212,4,4,212,4,8.96,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,2024-12-31
213,1,4,213,1,3.65,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,2024-12-31
214,2,4,214,2,,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,2024-12-31
215,3,4,215,3,9.36,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,2024-12-31
216,4,4,216,4,5.13,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,2024-12-31
217,1,4,217,1,3.91,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
218,2,4,218,2,3.6,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,2024-12-31
219,3,4,219,3,5.79,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,2024-12-31
220,4,4,220,4,1.31,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,2024-12-31
