idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt
27,3,3,27,3,2.78,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2024-12-31
28,4,3,28,4,6.88,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,2024-12-31
29,1,3,29,1,7.53,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,2024-12-31
30,2,3,30,2,9.2,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,2024-12-31
31,3,3,31,3,2.78,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2024-12-31
32,4,3,32,4,5.51,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2024-12-31
33,1,3,33,1,8.5,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2024-12-31
34,2,3,34,2,6.1,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,2024-12-31
35,3,3,35,3,8.59,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,2024-12-31
36,4,3,36,4,1.63,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,2024-12-31
37,1,3,37,1,8.7,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,2024-12-31
38,2,3,38,2,3.73,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,2024-12-31
39,3,3,39,3,4.78,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,2024-12-31
40,4,3,40,4,9.83,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2024-12-31
41,1,3,41,1,8.72,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,2024-12-31
42,2,3,42,2,8.34,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,2024-12-31
43,3,3,43,3,,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2024-12-31
44,4,3,44,4,6.6,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,2024-12-31
45,1,3,45,1,9.6,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2024-12-31
46,2,3,46,2,8.73,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2024-12-31
47,3,3,47,3,9.74,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,2024-12-31
48,4,3,48,4,,justo eu massa donec dapibus duis at velit eu est congue elementum in,2024-12-31
49,1,3,49,1,5.17,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,2024-12-31
50,2,3,50,2,,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2024-12-31
51,3,3,51,3,,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,2024-12-31
52,4,3,52,4,,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,2024-12-31
53,1,3,53,1,6.18,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2024-12-31
54,2,3,54,2,6.0,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,2024-12-31
55,3,3,55,3,7.61,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,2024-12-31
56,4,3,56,4,2.05,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,2024-12-31
57,1,3,57,1,3.2,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,2024-12-31
58,2,3,58,2,1.62,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,2024-12-31
59,3,3,59,3,9.99,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,2024-12-31
60,4,3,60,4,3.63,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,2024-12-31
61,1,3,61,1,4.46,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,2024-12-31
62,2,3,62,2,2.19,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,2024-12-31
63,3,3,63,3,1.38,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,2024-12-31
64,4,3,64,4,1.74,ornare consequat lectus in est risus auctor sed tristique in,2024-12-31
65,1,3,65,1,8.48,integer ac neque duis bibendum morbi non quam nec dui luctus,2024-12-31
66,2,3,66,2,2.42,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,2024-12-31
67,3,3,67,3,3.91,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,2024-12-31
68,4,3,68,4,,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,2024-12-31
69,1,3,69,1,7.55,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,2024-12-31
70,2,3,70,2,8.02,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2024-12-31
71,3,3,71,3,7.2,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,2024-12-31
72,4,3,72,4,1.4,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2024-12-31
73,1,3,73,1,3.78,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2024-12-31
74,2,3,74,2,6.59,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,2024-12-31
75,3,3,75,3,1.38,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,2024-12-31
76,4,3,76,4,2.84,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2024-12-31
77,1,3,77,1,,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2024-12-31
78,2,3,78,2,3.58,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,2024-12-31
79,3,3,79,3,2.64,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,2024-12-31
80,4,3,80,4,1.37,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,2024-12-31
81,1,3,81,1,4.19,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2024-12-31
82,2,3,82,2,7.65,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,2024-12-31
83,3,3,83,3,9.31,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
84,4,3,84,4,3.27,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2024-12-31
85,1,3,85,1,,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,2024-12-31
86,2,3,86,2,1.17,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,2024-12-31
87,3,3,87,3,5.92,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,2024-12-31
88,4,3,88,4,5.35,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2024-12-31
89,1,3,89,1,3.57,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,2024-12-31
90,2,3,90,2,,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2024-12-31
91,3,3,91,3,4.32,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,2024-12-31
92,4,3,92,4,9.34,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,2024-12-31
93,1,3,93,1,9.22,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,2024-12-31
94,2,3,94,2,7.56,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,2024-12-31
95,3,3,95,3,2.97,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,2024-12-31
96,4,3,96,4,5.68,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,2024-12-31
97,1,3,97,1,2.5,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,2024-12-31
98,2,3,98,2,9.78,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,2024-12-31
99,3,3,99,3,4.77,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,2024-12-31
100,4,3,100,4,1.79,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,2024-12-31
101,1,3,101,1,3.06,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,2024-12-31
102,2,3,102,2,4.33,vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2024-12-31
103,3,3,103,3,2.84,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2024-12-31
104,4,3,104,4,1.36,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,2024-12-31
105,1,3,105,1,,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,2024-12-31
106,2,3,106,2,9.25,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,2024-12-31
107,3,3,107,3,5.65,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2024-12-31
108,4,3,108,4,6.06,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,2024-12-31
109,1,3,109,1,3.27,sapien a libero nam dui proin leo odio porttitor id consequat,2024-12-31
110,2,3,110,2,2.02,sapien varius ut blandit non interdum in ante vestibulum ante,2024-12-31
111,3,3,111,3,4.52,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,2024-12-31
112,4,3,112,4,4.79,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2024-12-31
113,1,3,113,1,3.47,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,2024-12-31
114,2,3,114,2,2.63,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,2024-12-31
115,3,3,115,3,9.2,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,2024-12-31
116,4,3,116,4,7.51,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2024-12-31
117,1,3,117,1,7.5,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2024-12-31
118,2,3,118,2,1.43,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2024-12-31
119,3,3,119,3,6.55,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2024-12-31
120,4,3,120,4,1.8,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,2024-12-31
121,1,3,121,1,7.81,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
122,2,3,122,2,9.83,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,2024-12-31
123,3,3,123,3,2.28,non mauris morbi non lectus aliquam sit amet diam in magna bibendum,2024-12-31
124,4,3,124,4,9.7,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,2024-12-31
125,1,3,125,1,2.97,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2024-12-31
126,2,3,126,2,3.82,mi in porttitor pede justo eu massa donec dapibus duis at,2024-12-31
127,3,3,127,3,7.33,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,2024-12-31
128,4,3,128,4,3.86,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2024-12-31
129,1,3,129,1,,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,2024-12-31
130,2,3,130,2,3.94,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2024-12-31
131,3,3,131,3,2.29,turpis a pede posuere nonummy integer non velit donec diam,2024-12-31
132,4,3,132,4,9.46,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2024-12-31
133,1,3,133,1,4.86,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,2024-12-31
134,2,3,134,2,,vel sem sed sagittis nam congue risus semper porta volutpat quam,2024-12-31
135,3,3,135,3,1.54,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,2024-12-31
136,4,3,136,4,,a odio in hac habitasse platea dictumst maecenas ut massa quis,2024-12-31
137,1,3,137,1,3.5,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,2024-12-31
138,2,3,138,2,6.28,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,2024-12-31
139,3,3,139,3,9.23,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2024-12-31
140,4,3,140,4,2.36,cras in purus eu magna vulputate luctus cum sociis natoque,2024-12-31
141,1,3,141,1,8.2,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2024-12-31
142,2,3,142,2,5.49,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
143,3,3,143,3,9.34,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,2024-12-31
144,4,3,144,4,9.69,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,2024-12-31
145,1,3,145,1,,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,2024-12-31
146,2,3,146,2,5.96,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31
147,3,3,147,3,,id ligula suspendisse ornare consequat lectus in est risus auctor,2024-12-31
148,4,3,148,4,7.15,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,2024-12-31
149,1,3,149,1,,ut erat curabitur gravida nisi at nibh in hac habitasse platea,2024-12-31
150,2,3,150,2,,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,2024-12-31
151,3,3,151,3,7.73,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,2024-12-31
152,4,3,152,4,9.64,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,2024-12-31
153,1,3,153,1,5.25,elit ac nulla sed vel enim sit amet nunc viverra,2024-12-31
154,2,3,154,2,9.7,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,2024-12-31
155,3,3,155,3,8.03,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,2024-12-31
156,4,3,156,4,4.26,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,2024-12-31
157,1,3,157,1,7.93,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,2024-12-31
158,2,3,158,2,7.05,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,2024-12-31
159,3,3,159,3,2.56,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,2024-12-31
160,4,3,160,4,7.33,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,2024-12-31
161,1,3,161,1,8.35,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,2024-12-31
162,2,3,162,2,4.63,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,2024-12-31
163,3,3,163,3,2.61,primis in faucibus orci luctus et ultrices posuere cubilia curae duis,2024-12-31
164,4,3,164,4,,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2024-12-31
165,1,3,165,1,5.15,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,2024-12-31
166,2,3,166,2,1.2,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,2024-12-31
167,3,3,167,3,5.78,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2024-12-31
168,4,3,168,4,5.52,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,2024-12-31
169,1,3,169,1,1.0,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,2024-12-31
170,2,3,170,2,,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,2024-12-31
171,3,3,171,3,,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,2024-12-31
172,4,3,172,4,6.72,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,2024-12-31
173,1,3,173,1,2.01,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
174,2,3,174,2,8.1,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,2024-12-31
175,3,3,175,3,4.65,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,2024-12-31
176,4,3,176,4,2.13,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,2024-12-31
177,1,3,177,1,5.86,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,2024-12-31
178,2,3,178,2,1.15,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,2024-12-31
179,3,3,179,3,,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,2024-12-31
180,4,3,180,4,4.9,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2024-12-31
181,1,3,181,1,7.49,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,2024-12-31
182,2,3,182,2,,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,2024-12-31
183,3,3,183,3,5.96,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,2024-12-31
184,4,3,184,4,3.82,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,2024-12-31
185,1,3,185,1,4.54,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2024-12-31
186,2,3,186,2,5.13,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,2024-12-31
187,3,3,187,3,6.38,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,2024-12-31
188,4,3,188,4,,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2024-12-31
189,1,3,189,1,,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,2024-12-31
190,2,3,190,2,5.96,sollicitudin mi sit amet lobortis sapien sapien non mi integer,2024-12-31
191,3,3,191,3,,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,2024-12-31
192,4,3,192,4,4.47,ultricies eu nibh quisque id justo sit amet sapien dignissim,2024-12-31
193,1,3,193,1,5.56,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,2024-12-31
194,2,3,194,2,1.88,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,2024-12-31
195,3,3,195,3,9.52,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,2024-12-31
196,4,3,196,4,9.25,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,2024-12-31
197,1,3,197,1,4.31,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,2024-12-31
198,2,3,198,2,,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,2024-12-31
199,3,3,199,3,2.4,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,2024-12-31
200,4,3,200,4,4.71,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,2024-12-31
201,1,3,201,1,,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2024-12-31
202,2,3,202,2,6.06,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,2024-12-31
203,3,3,203,3,6.79,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2024-12-31
204,4,3,204,4,8.04,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2024-12-31
205,1,3,205,1,8.54,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,2024-12-31
206,2,3,206,2,5.03,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2024-12-31
207,3,3,207,3,6.88,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,2024-12-31
208,4,3,208,4,1.28,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,2024-12-31
209,1,3,209,1,,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,2024-12-31
210,2,3,210,2,2.62,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,2024-12-31
211,3,3,211,3,5.89,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,2024-12-31
212,4,3,212,4,1.54,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,2024-12-31
213,1,3,213,1,8.53,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2024-12-31
214,2,3,214,2,,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,2024-12-31
215,3,3,215,3,4.45,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,2024-12-31
216,4,3,216,4,7.0,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,2024-12-31
217,1,3,217,1,7.19,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2024-12-31
218,2,3,218,2,3.63,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-12-31
219,3,3,219,3,4.55,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2024-12-31
220,4,3,220,4,4.44,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2024-12-31
221,1,3,221,1,9.32,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,2024-12-31
